Timestamp,UserID,UserName,Action,Detail
2025-12-02 20:18:53.608,5866356690,busintarch (Harry),showed search type setting,
2025-12-02 20:18:49.060,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 19:08:10.271,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 19:08:03.283,5866356690,busintarch (Harry),searched for books,путешествия; count:23
2025-12-02 19:07:57.600,5866356690,busintarch (Harry),searched for authors by book info,путешествия; count:200
2025-12-02 19:07:47.227,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 19:07:41.855,5866356690,busintarch (Harry),set search_type to authors,
2025-12-02 19:07:39.603,5866356690,busintarch (Harry),showed search type setting,
2025-12-02 19:07:35.267,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 19:07:27.881,5866356690,busintarch (Harry),changed page of books,0
2025-12-02 19:07:21.618,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 19:06:45.481,5866356690,busintarch (Harry),changed page of books,4
2025-12-02 19:06:43.813,5866356690,busintarch (Harry),changed page of books,3
2025-12-02 19:06:25.998,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 19:06:24.243,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 19:06:14.316,5866356690,busintarch (Harry),searched for series by book info,путешествия; count:200
2025-12-02 19:06:02.604,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 19:05:58.399,5866356690,busintarch (Harry),searched for books popular,; count:380
2025-12-02 19:05:51.265,5866356690,busintarch (Harry),show populars,show_pop_7
2025-12-02 19:05:46.931,5866356690,busintarch (Harry),changed page of books,4
2025-12-02 19:05:43.048,5866356690,busintarch (Harry),changed page of books,3
2025-12-02 19:05:41.061,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 19:05:35.312,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 19:05:30.554,5866356690,busintarch (Harry),searched for books popular,; count:1462
2025-12-02 19:05:21.541,5866356690,busintarch (Harry),show populars,show_pop_999
2025-12-02 18:54:52.267,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:54:44.568,5866356690,busintarch (Harry),searched for series by book info,путешествия; count:200
2025-12-02 18:54:25.248,5866356690,busintarch (Harry),searched for books popular,; count:380
2025-12-02 18:54:16.863,5866356690,busintarch (Harry),show populars,show_pop_7
2025-12-02 18:53:16.558,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:53:06.093,5866356690,busintarch (Harry),searched for series by book info,путешествия; count:200
2025-12-02 18:52:58.302,5866356690,busintarch (Harry),searched for books popular,; count:1462
2025-12-02 18:52:49.439,5866356690,busintarch (Harry),show populars,show_pop_999
2025-12-02 18:52:44.742,5866356690,busintarch (Harry),set search_type to series,
2025-12-02 18:52:42.710,5866356690,busintarch (Harry),showed search type setting,
2025-12-02 18:52:35.288,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 18:52:33.025,5866356690,busintarch (Harry),set search_type to books,
2025-12-02 18:52:31.769,5866356690,busintarch (Harry),showed search type setting,
2025-12-02 18:52:28.918,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 18:52:16.435,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 18:52:13.797,5866356690,busintarch (Harry),searched for books,путешествия; count:50
2025-12-02 18:51:59.727,5866356690,busintarch (Harry),changed page of books,7
2025-12-02 18:51:50.921,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:51:47.941,5866356690,busintarch (Harry),searched for books,путешествия; count:154
2025-12-02 18:51:43.693,5866356690,busintarch (Harry),searched for authors by book info,путешествия; count:200
2025-12-02 18:51:38.063,5866356690,busintarch (Harry),set search_type to authors,
2025-12-02 18:51:36.646,5866356690,busintarch (Harry),showed search type setting,
2025-12-02 18:51:31.250,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 18:51:24.500,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:51:17.341,5866356690,busintarch (Harry),searched for series by book info,путешествия; count:200
2025-12-02 18:50:47.804,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:50:36.433,5866356690,busintarch (Harry),changed page of books,7
2025-12-02 18:50:35.152,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 18:50:32.088,5866356690,busintarch (Harry),changed page of books,3
2025-12-02 18:50:30.426,5866356690,busintarch (Harry),changed page of books,2
2025-12-02 18:49:05.307,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:48:56.397,5866356690,busintarch (Harry),searched for series by book info,путешествия; count:200
2025-12-02 18:45:07.003,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:44:52.747,5866356690,busintarch (Harry),searched for series by book info,путешествия; count:200
2025-12-02 18:44:35.481,5866356690,busintarch (Harry),changed page of books,0
2025-12-02 18:43:38.553,5866356690,busintarch (Harry),changed page of books,7
2025-12-02 18:43:27.945,5866356690,busintarch (Harry),searched for series by book info,путешествия; count:200
2025-12-02 18:43:10.271,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 18:43:07.906,5866356690,busintarch (Harry),"toggled rating filter: 0,4,5",
2025-12-02 18:43:06.514,5866356690,busintarch (Harry),"toggled rating filter: 0,4",
2025-12-02 18:43:04.829,5866356690,busintarch (Harry),toggled rating filter: 0,
2025-12-02 18:43:03.328,5866356690,busintarch (Harry),showed rating filter setting,
2025-12-02 18:42:59.925,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 18:42:56.191,5866356690,busintarch (Harry),set search_type to series,
2025-12-02 18:42:54.857,5866356690,busintarch (Harry),showed search type setting,
2025-12-02 18:42:47.561,5866356690,busintarch (Harry),showed settings menu,
2025-12-02 18:42:16.072,5866356690,busintarch (Harry),searched for books,космические приключения; count:19
2025-12-02 18:42:10.773,5866356690,busintarch (Harry),changed page of authors,9
2025-12-02 18:41:48.711,5866356690,busintarch (Harry),searched for books,космические приключения; count:51
2025-12-02 18:41:42.695,5866356690,busintarch (Harry),changed page of authors,2
2025-12-02 18:41:35.974,5866356690,busintarch (Harry),changed page of authors,1
2025-12-02 18:41:32.771,5866356690,busintarch (Harry),searched for authors by book info,космические приключения; count:200
2025-12-02 18:41:05.295,5866356690,busintarch (Harry),changed page of books,0
2025-12-02 18:40:59.380,5866356690,busintarch (Harry),changed page of books,89
2025-12-02 18:40:57.504,5866356690,busintarch (Harry),changed page of books,90
2025-12-02 18:40:55.241,5866356690,busintarch (Harry),changed page of books,91
2025-12-02 18:40:46.896,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:40:42.247,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:40:25.479,5866356690,busintarch (Harry),searched for books popular,; count:1825
2025-12-02 18:40:23.061,5866356690,busintarch (Harry),show populars,show_pop_0
2025-12-02 18:40:14.784,5866356690,busintarch (Harry),searched for books popular,; count:868
2025-12-02 18:40:07.656,5866356690,busintarch (Harry),show populars,show_pop_7
2025-12-02 18:40:03.080,5866356690,busintarch (Harry),searched for books popular,; count:1992
2025-12-02 18:39:55.605,5866356690,busintarch (Harry),show populars,show_pop_30
2025-12-02 18:39:48.376,5866356690,busintarch (Harry),changed page of books,99
2025-12-02 18:39:46.106,5866356690,busintarch (Harry),changed page of books,1
2025-12-02 18:39:38.526,5866356690,busintarch (Harry),searched for books popular,; count:1997
